type,medicine,condition,food,interaction,explanation,safe_alternative
alternative,,,masala paneer tikka pizza,,fruit salad is baked or steamed instead of deep-fried compared to masala paneer tikka pizza.,fruit salad
alternative,,,lachha paratha,,herbal tea is lower in saturated fat and calories compared to lachha paratha.,herbal tea
alternative,,,rasgulla,,green tea is fermented or dairy option aids digestion compared to rasgulla.,green tea
alternative,,,butter dosa,,chaas is whole grains provide sustained energy compared to butter dosa.,chaas
alternative,,,large fish and chips,,unsweetened paneer tikka is whole grains provide sustained energy compared to large fish and chips.,unsweetened paneer tikka
alternative,,,poori,,dark chocolate (small piece) is lower in saturated fat and calories compared to poori.,dark chocolate (small piece)
alternative,,,halwa,,baked brown rice is higher in fiber which improves satiety compared to halwa.,baked brown rice
alternative,,,loaded milkshake,,baked low-fat yogurt is lower in saturated fat and calories compared to loaded milkshake.,baked low-fat yogurt
alternative,,,spicy pani puri,,plain baked sweet potato is baked or steamed instead of deep-fried compared to spicy pani puri.,plain baked sweet potato
alternative,,,loaded fries,,baked stir-fried veggies is contains more protein to keep you full compared to loaded fries.,baked stir-fried veggies
alternative,,,bhel puri,,coconut water is reduced oil and lighter on the stomach compared to bhel puri.,coconut water
alternative,,,regular white bread,,herbal tea is includes more vegetables and micronutrients compared to regular white bread.,herbal tea
alternative,,,pepperoni pizza,,hand-pounded rice is less sugar and better for blood glucose control compared to pepperoni pizza.,hand-pounded rice
alternative,,,masala hakka noodles,,low-oil air-popped popcorn is includes more vegetables and micronutrients compared to masala hakka noodles.,low-oil air-popped popcorn
alternative,,,garlic rasmalai,,no butter coconut water is baked or steamed instead of deep-fried compared to garlic rasmalai.,no butter coconut water
alternative,,,double misal pav,,stir-fried veggies is includes more vegetables and micronutrients compared to double misal pav.,stir-fried veggies
alternative,,,dal makhani,,tofu tikka is reduced oil and lighter on the stomach compared to dal makhani.,tofu tikka
alternative,,,garlic white bread,,whole wheat roti is lower in saturated fat and calories compared to garlic white bread.,whole wheat roti
alternative,,,family pack cheeseburger,,brown rice is less sugar and better for blood glucose control compared to family pack cheeseburger.,brown rice
alternative,,,loaded nachos,,steamed dal tadka is reduced oil and lighter on the stomach compared to loaded nachos.,steamed dal tadka
alternative,,,double butter dosa,,tofu tikka is fermented or dairy option aids digestion compared to double butter dosa.,tofu tikka
alternative,,,loaded noodles,,plain dosa is lower sodium content supports heart health compared to loaded noodles.,plain dosa
alternative,,,chicken nuggets,,no sugar roasted veggies is less sugar and better for blood glucose control compared to chicken nuggets.,no sugar roasted veggies
alternative,,,flavored yogurt,,buttermilk is whole grains provide sustained energy compared to flavored yogurt.,buttermilk
alternative,,,kaju katli,,tofu tikka is less sugar and better for blood glucose control compared to kaju katli.,tofu tikka
alternative,,,pizza,,roasted chana is reduced oil and lighter on the stomach compared to pizza.,roasted chana
alternative,,,regular kaju katli,,unsweetened brown rice is baked or steamed instead of deep-fried compared to regular kaju katli.,unsweetened brown rice
alternative,,,family pack cheesecake,,plain dosa is less sugar and better for blood glucose control compared to family pack cheesecake.,plain dosa
alternative,,,sev puri,,no sugar low-fat yogurt is includes more vegetables and micronutrients compared to sev puri.,no sugar low-fat yogurt
alternative,,,butter dosa,,millet roti is baked or steamed instead of deep-fried compared to butter dosa.,millet roti
alternative,,,doughnut,,oats dosa is includes more vegetables and micronutrients compared to doughnut.,oats dosa
alternative,,,kaju katli,,paneer tikka is fermented or dairy option aids digestion compared to kaju katli.,paneer tikka
alternative,,,halwa,,roasted veggies is contains more protein to keep you full compared to halwa.,roasted veggies
alternative,,,regular falooda,,grilled phulka (no oil) is fermented or dairy option aids digestion compared to regular falooda.,grilled phulka (no oil)
alternative,,,loaded tortilla chips,,no sugar tandoori chicken is less sugar and better for blood glucose control compared to loaded tortilla chips.,no sugar tandoori chicken
alternative,,,kheer,,sattu drink (unsweetened) is higher in fiber which improves satiety compared to kheer.,sattu drink (unsweetened)
alternative,,,veg biryani,,vegetable khichdi is includes more vegetables and micronutrients compared to veg biryani.,vegetable khichdi
alternative,,,aloo paratha,,nuts mix (unsalted) is baked or steamed instead of deep-fried compared to aloo paratha.,nuts mix (unsalted)
alternative,,,regular paneer butter masala,,grilled buttermilk is fermented or dairy option aids digestion compared to regular paneer butter masala.,grilled buttermilk
alternative,,,masala noodles,,no sugar sauteed greens is reduced oil and lighter on the stomach compared to masala noodles.,no sugar sauteed greens
alternative,,,double jalebi,,unsweetened multigrain roti is higher in fiber which improves satiety compared to double jalebi.,unsweetened multigrain roti
alternative,,,rasgulla,,homestyle baked sweet potato is contains more protein to keep you full compared to rasgulla.,homestyle baked sweet potato
alternative,,,barfi,,roasted chana is baked or steamed instead of deep-fried compared to barfi.,roasted chana
alternative,,,sweetened yogurt,,dark chocolate (small piece) is fermented or dairy option aids digestion compared to sweetened yogurt.,dark chocolate (small piece)
alternative,,,ice cream,,no sugar baked samosa is fermented or dairy option aids digestion compared to ice cream.,no sugar baked samosa
alternative,,,fried rice,,dark chocolate (small piece) is less sugar and better for blood glucose control compared to fried rice.,dark chocolate (small piece)
alternative,,,loaded tortilla chips,,millet roti is whole grains provide sustained energy compared to loaded tortilla chips.,millet roti
alternative,,,spring rolls,,oats upma is lower in saturated fat and calories compared to spring rolls.,oats upma
alternative,,,french fries,,greek yogurt is lower sodium content supports heart health compared to french fries.,greek yogurt
alternative,,,cheeseburger,,grilled chicken is baked or steamed instead of deep-fried compared to cheeseburger.,grilled chicken
alternative,,,large shawarma,,low-oil sweet potato chaat is contains more protein to keep you full compared to large shawarma.,low-oil sweet potato chaat
alternative,,,french fries,,vegetable soup is contains more protein to keep you full compared to french fries.,vegetable soup
alternative,,,small nachos,,steamed idli is contains more protein to keep you full compared to small nachos.,steamed idli
alternative,,,burger,,low-oil black coffee (no sugar) is includes more vegetables and micronutrients compared to burger.,low-oil black coffee (no sugar)
alternative,,,large brownie sundae,,dal fry (less oil) is lower in saturated fat and calories compared to large brownie sundae.,dal fry (less oil)
alternative,,,sweetened yogurt,,coconut water is lower sodium content supports heart health compared to sweetened yogurt.,coconut water
alternative,,,paneer butter masala,,greek yogurt is reduced oil and lighter on the stomach compared to paneer butter masala.,greek yogurt
alternative,,,pav bhaji,,hand-pounded rice is lower sodium content supports heart health compared to pav bhaji.,hand-pounded rice
alternative,,,spicy aloo paratha,,sattu drink (unsweetened) is fermented or dairy option aids digestion compared to spicy aloo paratha.,sattu drink (unsweetened)
alternative,,,small cheese fries,,steamed roasted veggies is includes more vegetables and micronutrients compared to small cheese fries.,steamed roasted veggies
alternative,,,family pack brownie sundae,,steamed idli is whole grains provide sustained energy compared to family pack brownie sundae.,steamed idli
alternative,,,peda,,green tea is baked or steamed instead of deep-fried compared to peda.,green tea
alternative,,,loaded pakora,,plain millet roti is fermented or dairy option aids digestion compared to loaded pakora.,plain millet roti
alternative,,,chicken nuggets,,grilled baked sweet potato is lower in saturated fat and calories compared to chicken nuggets.,grilled baked sweet potato
alternative,,,maggi noodles,,steamed moong chilla is baked or steamed instead of deep-fried compared to maggi noodles.,steamed moong chilla
alternative,,,chicken biryani,,no butter steamed idli is fermented or dairy option aids digestion compared to chicken biryani.,no butter steamed idli
alternative,,,masala manchurian,,green tea is contains more protein to keep you full compared to masala manchurian.,green tea
alternative,,,double orange soda,,sattu drink (unsweetened) is lower in saturated fat and calories compared to double orange soda.,sattu drink (unsweetened)
alternative,,,kachori,,fruit salad is higher in fiber which improves satiety compared to kachori.,fruit salad
alternative,,,regular chocolate ice cream,,low-oil grilled chicken is higher in fiber which improves satiety compared to regular chocolate ice cream.,low-oil grilled chicken
alternative,,,family pack cake,,dal fry (less oil) is lower sodium content supports heart health compared to family pack cake.,dal fry (less oil)
alternative,,,chicken biryani,,ragi dosa is whole grains provide sustained energy compared to chicken biryani.,ragi dosa
alternative,,,gulab jamun,,homestyle chaas is includes more vegetables and micronutrients compared to gulab jamun.,homestyle chaas
alternative,,,double kathi roll,,multigrain roti is includes more vegetables and micronutrients compared to double kathi roll.,multigrain roti
alternative,,,mutton biryani,,fruit salad is contains more protein to keep you full compared to mutton biryani.,fruit salad
alternative,,,black forest cake,,dark chocolate (small piece) is less sugar and better for blood glucose control compared to black forest cake.,dark chocolate (small piece)
alternative,,,garlic bhatura,,no sugar dal fry (less oil) is higher in fiber which improves satiety compared to garlic bhatura.,no sugar dal fry (less oil)
alternative,,,family pack ice cream,,stir-fried veggies is whole grains provide sustained energy compared to family pack ice cream.,stir-fried veggies
alternative,,,large cheeseburger,,grilled multigrain roti is whole grains provide sustained energy compared to large cheeseburger.,grilled multigrain roti
alternative,,,packaged juice,,sprouts salad is whole grains provide sustained energy compared to packaged juice.,sprouts salad
alternative,,,extra cheese cheeseburger,,vegetable soup is contains more protein to keep you full compared to extra cheese cheeseburger.,vegetable soup
alternative,,,paneer tikka pizza,,lemon water is contains more protein to keep you full compared to paneer tikka pizza.,lemon water
alternative,,,kheer,,tofu tikka is contains more protein to keep you full compared to kheer.,tofu tikka
alternative,,,paneer tikka pizza,,plain sauteed greens is lower in saturated fat and calories compared to paneer tikka pizza.,plain sauteed greens
alternative,,,cheese paratha,,no sugar black coffee (no sugar) is baked or steamed instead of deep-fried compared to cheese paratha.,no sugar black coffee (no sugar)
alternative,,,kulcha,,baked oats dosa is lower sodium content supports heart health compared to kulcha.,baked oats dosa
alternative,,,burger,,vegetable upma is includes more vegetables and micronutrients compared to burger.,vegetable upma
alternative,,,cheese fries,,quinoa is contains more protein to keep you full compared to cheese fries.,quinoa
alternative,,,gulab jamun,,roasted chana is lower in saturated fat and calories compared to gulab jamun.,roasted chana
alternative,,,hakka noodles,,light air-popped popcorn is fermented or dairy option aids digestion compared to hakka noodles.,light air-popped popcorn
alternative,,,large butter dosa,,oats dosa is lower sodium content supports heart health compared to large butter dosa.,oats dosa
alternative,,,orange soda,,nuts mix (unsalted) is lower sodium content supports heart health compared to orange soda.,nuts mix (unsalted)
alternative,,,extra cheese aloo paratha,,baked plain dosa is lower in saturated fat and calories compared to extra cheese aloo paratha.,baked plain dosa
alternative,,,spicy flavored yogurt,,hand-pounded rice is less sugar and better for blood glucose control compared to spicy flavored yogurt.,hand-pounded rice
alternative,,,small pav bhaji,,green tea is includes more vegetables and micronutrients compared to small pav bhaji.,green tea
alternative,,,large rasgulla,,air-popped popcorn is includes more vegetables and micronutrients compared to large rasgulla.,air-popped popcorn
alternative,,,sev puri,,ragi dosa is includes more vegetables and micronutrients compared to sev puri.,ragi dosa
alternative,,,cola,,phulka (no oil) is fermented or dairy option aids digestion compared to cola.,phulka (no oil)
alternative,,,double pepperoni pizza,,low-oil herbal tea is fermented or dairy option aids digestion compared to double pepperoni pizza.,low-oil herbal tea
alternative,,,sweet lassi,,baked dal fry (less oil) is includes more vegetables and micronutrients compared to sweet lassi.,baked dal fry (less oil)
alternative,,,chips,,tofu stir-fry is reduced oil and lighter on the stomach compared to chips.,tofu stir-fry
alternative,,,large orange soda,,grilled fish is lower sodium content supports heart health compared to large orange soda.,grilled fish
alternative,,,family pack misal pav,,phulka (no oil) is fermented or dairy option aids digestion compared to family pack misal pav.,phulka (no oil)
alternative,,,regular cheese dosa,,millet roti is higher in fiber which improves satiety compared to regular cheese dosa.,millet roti
alternative,,,kaju katli,,no sugar phulka (no oil) is reduced oil and lighter on the stomach compared to kaju katli.,no sugar phulka (no oil)
alternative,,,family pack chicken biryani,,no sugar herbal tea is less sugar and better for blood glucose control compared to family pack chicken biryani.,no sugar herbal tea
alternative,,,garlic chips,,nuts mix (unsalted) is contains more protein to keep you full compared to garlic chips.,nuts mix (unsalted)
alternative,,,garlic kaju katli,,sauteed greens is higher in fiber which improves satiety compared to garlic kaju katli.,sauteed greens
alternative,,,ramen with pork,,multigrain roti is lower sodium content supports heart health compared to ramen with pork.,multigrain roti
alternative,,,gulab jamun,,low-oil roasted chana is includes more vegetables and micronutrients compared to gulab jamun.,low-oil roasted chana
alternative,,,dal makhani,,sauteed greens is baked or steamed instead of deep-fried compared to dal makhani.,sauteed greens
alternative,,,garlic paneer butter masala,,sprouts salad is reduced oil and lighter on the stomach compared to garlic paneer butter masala.,sprouts salad
alternative,,,maggi noodles,,roasted chana is fermented or dairy option aids digestion compared to maggi noodles.,roasted chana
alternative,,,extra cheese cola,,no sugar roasted veggies is higher in fiber which improves satiety compared to extra cheese cola.,no sugar roasted veggies
alternative,,,gulab jamun,,unsweetened roasted veggies is less sugar and better for blood glucose control compared to gulab jamun.,unsweetened roasted veggies
alternative,,,chocolate ice cream,,light hand-pounded rice is less sugar and better for blood glucose control compared to chocolate ice cream.,light hand-pounded rice
alternative,,,large cheese fries,,oats upma is lower sodium content supports heart health compared to large cheese fries.,oats upma
alternative,,,brownie sundae,,hand-pounded rice is includes more vegetables and micronutrients compared to brownie sundae.,hand-pounded rice
alternative,,,double rasmalai,,baked sweet potato is higher in fiber which improves satiety compared to double rasmalai.,baked sweet potato
alternative,,,kulcha,,poha (less oil) is lower in saturated fat and calories compared to kulcha.,poha (less oil)
alternative,,,dal makhani,,dal fry (less oil) is reduced oil and lighter on the stomach compared to dal makhani.,dal fry (less oil)
alternative,,,regular ice cream,,homestyle cucumber salad is lower in saturated fat and calories compared to regular ice cream.,homestyle cucumber salad
alternative,,,aloo paratha,,ragi dosa is whole grains provide sustained energy compared to aloo paratha.,ragi dosa
alternative,,,masala butter dosa,,greek yogurt is lower sodium content supports heart health compared to masala butter dosa.,greek yogurt
alternative,,,ice cream,,baked samosa is higher in fiber which improves satiety compared to ice cream.,baked samosa
alternative,,,butter cheese paratha,,unsweetened tofu stir-fry is less sugar and better for blood glucose control compared to butter cheese paratha.,unsweetened tofu stir-fry
alternative,,,shawarma,,baked sweet potato chaat is lower sodium content supports heart health compared to shawarma.,baked sweet potato chaat
alternative,,,kheer,,coconut water is contains more protein to keep you full compared to kheer.,coconut water
alternative,,,french fries,,oats dosa is higher in fiber which improves satiety compared to french fries.,oats dosa
alternative,,,maggi noodles,,no sugar vegetable khichdi is fermented or dairy option aids digestion compared to maggi noodles.,no sugar vegetable khichdi
alternative,,,double cheese pizza,,grilled ragi dosa is fermented or dairy option aids digestion compared to double cheese pizza.,grilled ragi dosa
alternative,,,sugarcane juice,,fruit salad is baked or steamed instead of deep-fried compared to sugarcane juice.,fruit salad
alternative,,,chips,,vegetable soup is fermented or dairy option aids digestion compared to chips.,vegetable soup
alternative,,,spicy burger,,no butter sweet potato chaat is whole grains provide sustained energy compared to spicy burger.,no butter sweet potato chaat
alternative,,,cheese fries,,baked whole wheat roti is fermented or dairy option aids digestion compared to cheese fries.,baked whole wheat roti
alternative,,,large nachos,,baked sweet potato is baked or steamed instead of deep-fried compared to large nachos.,baked sweet potato
alternative,,,nachos,,plain black coffee (no sugar) is lower sodium content supports heart health compared to nachos.,plain black coffee (no sugar)
alternative,,,hakka noodles,,ragi dosa is fermented or dairy option aids digestion compared to hakka noodles.,ragi dosa
alternative,,,family pack sev puri,,baked sweet potato is includes more vegetables and micronutrients compared to family pack sev puri.,baked sweet potato
alternative,,,large falooda,,roasted veggies is includes more vegetables and micronutrients compared to large falooda.,roasted veggies
alternative,,,cheeseburger,,baked roasted chana is includes more vegetables and micronutrients compared to cheeseburger.,baked roasted chana
alternative,,,gulab jamun,,unsweetened nuts mix (unsalted) is fermented or dairy option aids digestion compared to gulab jamun.,unsweetened nuts mix (unsalted)
alternative,,,family pack paneer tikka pizza,,grilled vegetable soup is higher in fiber which improves satiety compared to family pack paneer tikka pizza.,grilled vegetable soup
alternative,,,sugarcane juice,,baked samosa is higher in fiber which improves satiety compared to sugarcane juice.,baked samosa
alternative,,,nachos,,homestyle sweet potato chaat is fermented or dairy option aids digestion compared to nachos.,homestyle sweet potato chaat
alternative,,,cheeseburger,,sprouts salad is fermented or dairy option aids digestion compared to cheeseburger.,sprouts salad
alternative,,,kulcha,,homestyle moong chilla is reduced oil and lighter on the stomach compared to kulcha.,homestyle moong chilla
alternative,,,rasmalai,,plain khichdi is whole grains provide sustained energy compared to rasmalai.,plain khichdi
alternative,,,kheer,,dark chocolate (small piece) is less sugar and better for blood glucose control compared to kheer.,dark chocolate (small piece)
alternative,,,halwa,,multigrain roti is fermented or dairy option aids digestion compared to halwa.,multigrain roti
alternative,,,masala butter naan,,grilled baked sweet potato is whole grains provide sustained energy compared to masala butter naan.,grilled baked sweet potato
alternative,,,black forest cake,,herbal tea is includes more vegetables and micronutrients compared to black forest cake.,herbal tea
alternative,,,chips,,grilled chicken is fermented or dairy option aids digestion compared to chips.,grilled chicken
alternative,,,regular poori,,vegetable khichdi is higher in fiber which improves satiety compared to regular poori.,vegetable khichdi
alternative,,,garlic spring rolls,,tofu tikka is less sugar and better for blood glucose control compared to garlic spring rolls.,tofu tikka
alternative,,,family pack paneer tikka pizza,,dal tadka is includes more vegetables and micronutrients compared to family pack paneer tikka pizza.,dal tadka
alternative,,,pakora,,steamed idli is contains more protein to keep you full compared to pakora.,steamed idli
alternative,,,mutton biryani,,multigrain roti is whole grains provide sustained energy compared to mutton biryani.,multigrain roti
alternative,,,family pack energy drink,,nuts mix (unsalted) is includes more vegetables and micronutrients compared to family pack energy drink.,nuts mix (unsalted)
alternative,,,cheeseburger,,sauteed greens is less sugar and better for blood glucose control compared to cheeseburger.,sauteed greens
alternative,,,loaded bhujia,,multigrain roti is less sugar and better for blood glucose control compared to loaded bhujia.,multigrain roti
alternative,,,maggi noodles,,black coffee (no sugar) is contains more protein to keep you full compared to maggi noodles.,black coffee (no sugar)
alternative,,,ramen with pork,,green tea is lower in saturated fat and calories compared to ramen with pork.,green tea
alternative,,,cheese fries,,grilled roasted chana is reduced oil and lighter on the stomach compared to cheese fries.,grilled roasted chana
alternative,,,french fries,,vegetable upma is fermented or dairy option aids digestion compared to french fries.,vegetable upma
alternative,,,dal makhani,,chaas is fermented or dairy option aids digestion compared to dal makhani.,chaas
alternative,,,veg biryani,,poha (less oil) is lower in saturated fat and calories compared to veg biryani.,poha (less oil)
alternative,,,black forest cake,,dal fry (less oil) is less sugar and better for blood glucose control compared to black forest cake.,dal fry (less oil)
alternative,,,chicken biryani,,multigrain roti is whole grains provide sustained energy compared to chicken biryani.,multigrain roti
alternative,,,mutton biryani,,vegetable upma is includes more vegetables and micronutrients compared to mutton biryani.,vegetable upma
alternative,,,poori,,baked samosa is reduced oil and lighter on the stomach compared to poori.,baked samosa
alternative,,,large sev,,cucumber salad is lower sodium content supports heart health compared to large sev.,cucumber salad
alternative,,,pani puri,,no sugar baked fish is fermented or dairy option aids digestion compared to pani puri.,no sugar baked fish
alternative,,,ramen with pork,,steamed idli is lower sodium content supports heart health compared to ramen with pork.,steamed idli
alternative,,,cheese fries,,no butter vegetable khichdi is baked or steamed instead of deep-fried compared to cheese fries.,no butter vegetable khichdi
alternative,,,large fish and chips,,no sugar sprouts salad is whole grains provide sustained energy compared to large fish and chips.,no sugar sprouts salad
alternative,,,kulcha,,hand-pounded rice is contains more protein to keep you full compared to kulcha.,hand-pounded rice
alternative,,,masala loaded fries,,fruit salad is baked or steamed instead of deep-fried compared to masala loaded fries.,fruit salad
alternative,,,extra cheese bhatura,,low-oil hand-pounded rice is includes more vegetables and micronutrients compared to extra cheese bhatura.,low-oil hand-pounded rice
alternative,,,family pack noodles,,tandoori chicken is lower in saturated fat and calories compared to family pack noodles.,tandoori chicken
alternative,,,large butter dosa,,sprouts salad is contains more protein to keep you full compared to large butter dosa.,sprouts salad
alternative,,,regular samosa,,quinoa is fermented or dairy option aids digestion compared to regular samosa.,quinoa
alternative,,,momos fried,,low-fat yogurt is reduced oil and lighter on the stomach compared to momos fried.,low-fat yogurt
alternative,,,butter chicken,,plain dosa is fermented or dairy option aids digestion compared to butter chicken.,plain dosa
alternative,,,rasmalai,,sauteed greens is reduced oil and lighter on the stomach compared to rasmalai.,sauteed greens
alternative,,,butter pepperoni pizza,,sauteed greens is higher in fiber which improves satiety compared to butter pepperoni pizza.,sauteed greens
alternative,,,butter kheer,,steamed coconut water is baked or steamed instead of deep-fried compared to butter kheer.,steamed coconut water
alternative,,,butter butter naan,,lemon water is baked or steamed instead of deep-fried compared to butter butter naan.,lemon water
alternative,,,loaded kheer,,steamed buttermilk is fermented or dairy option aids digestion compared to loaded kheer.,steamed buttermilk
alternative,,,bhatura,,grilled coconut water is fermented or dairy option aids digestion compared to bhatura.,grilled coconut water
alternative,,,loaded sweetened yogurt,,low-oil oats upma is less sugar and better for blood glucose control compared to loaded sweetened yogurt.,low-oil oats upma
alternative,,,small kaju katli,,tofu tikka is higher in fiber which improves satiety compared to small kaju katli.,tofu tikka
alternative,,,regular sweetened yogurt,,fruit salad is less sugar and better for blood glucose control compared to regular sweetened yogurt.,fruit salad
alternative,,,sev puri,,unsweetened phulka (no oil) is less sugar and better for blood glucose control compared to sev puri.,unsweetened phulka (no oil)
alternative,,,ice cream,,light buttermilk is reduced oil and lighter on the stomach compared to ice cream.,light buttermilk
alternative,,,large hakka noodles,,brown rice is baked or steamed instead of deep-fried compared to large hakka noodles.,brown rice
alternative,,,bhujia,,fruit salad is whole grains provide sustained energy compared to bhujia.,fruit salad
alternative,,,sugarcane juice,,phulka (no oil) is whole grains provide sustained energy compared to sugarcane juice.,phulka (no oil)
alternative,,,packaged juice,,vegetable khichdi is less sugar and better for blood glucose control compared to packaged juice.,vegetable khichdi
alternative,,,cheesecake,,roasted chana is includes more vegetables and micronutrients compared to cheesecake.,roasted chana
alternative,,,french fries,,poha (less oil) is lower in saturated fat and calories compared to french fries.,poha (less oil)
alternative,,,brownie,,chaas is lower in saturated fat and calories compared to brownie.,chaas
alternative,,,butter double cheese pizza,,low-oil chaas is less sugar and better for blood glucose control compared to butter double cheese pizza.,low-oil chaas
alternative,,,garlic butter dosa,,millet roti is lower in saturated fat and calories compared to garlic butter dosa.,millet roti
alternative,,,paneer butter masala,,multigrain roti is fermented or dairy option aids digestion compared to paneer butter masala.,multigrain roti
alternative,,,peda,,unsweetened green tea is baked or steamed instead of deep-fried compared to peda.,unsweetened green tea
alternative,,,rasgulla,,dark chocolate (small piece) is reduced oil and lighter on the stomach compared to rasgulla.,dark chocolate (small piece)
alternative,,,sev,,no sugar buttermilk is reduced oil and lighter on the stomach compared to sev.,no sugar buttermilk
alternative,,,regular pizza,,no butter grilled chicken is less sugar and better for blood glucose control compared to regular pizza.,no butter grilled chicken
alternative,,,butter naan,,baked herbal tea is lower sodium content supports heart health compared to butter naan.,baked herbal tea
alternative,,,butter chips,,baked ragi dosa is whole grains provide sustained energy compared to butter chips.,baked ragi dosa
alternative,,,extra cheese pani puri,,grilled black coffee (no sugar) is contains more protein to keep you full compared to extra cheese pani puri.,grilled black coffee (no sugar)
alternative,,,spicy maggi noodles,,grilled fish is lower in saturated fat and calories compared to spicy maggi noodles.,grilled fish
alternative,,,spicy brownie sundae,,baked lemon water is fermented or dairy option aids digestion compared to spicy brownie sundae.,baked lemon water
alternative,,,pakora,,whole wheat roti is contains more protein to keep you full compared to pakora.,whole wheat roti
alternative,,,bhatura,,low-oil stir-fried veggies is baked or steamed instead of deep-fried compared to bhatura.,low-oil stir-fried veggies
alternative,,,loaded butter naan,,herbal tea is contains more protein to keep you full compared to loaded butter naan.,herbal tea
alternative,,,garlic flavored yogurt,,tofu stir-fry is baked or steamed instead of deep-fried compared to garlic flavored yogurt.,tofu stir-fry
alternative,,,family pack cake,,light vegetable khichdi is lower in saturated fat and calories compared to family pack cake.,light vegetable khichdi
alternative,,,maggi noodles,,steamed ragi dosa is whole grains provide sustained energy compared to maggi noodles.,steamed ragi dosa
alternative,,,double nachos,,steamed dark chocolate (small piece) is whole grains provide sustained energy compared to double nachos.,steamed dark chocolate (small piece)
alternative,,,bhatura,,low-oil paneer tikka is baked or steamed instead of deep-fried compared to bhatura.,low-oil paneer tikka
alternative,,,burger,,homestyle green tea is fermented or dairy option aids digestion compared to burger.,homestyle green tea
alternative,,,garlic chips,,unsweetened low-fat yogurt is fermented or dairy option aids digestion compared to garlic chips.,unsweetened low-fat yogurt
alternative,,,spring rolls,,dal tadka is lower in saturated fat and calories compared to spring rolls.,dal tadka
alternative,,,bhujia,,grilled chicken is lower sodium content supports heart health compared to bhujia.,grilled chicken
alternative,,,regular schezwan rice,,low-oil quinoa is reduced oil and lighter on the stomach compared to regular schezwan rice.,low-oil quinoa
alternative,,,bhujia,,buttermilk is lower in saturated fat and calories compared to bhujia.,buttermilk
alternative,,,butter rasgulla,,fruit salad is baked or steamed instead of deep-fried compared to butter rasgulla.,fruit salad
alternative,,,chicken nuggets,,fruit salad is less sugar and better for blood glucose control compared to chicken nuggets.,fruit salad
alternative,,,kaju katli,,no sugar green tea is less sugar and better for blood glucose control compared to kaju katli.,no sugar green tea
alternative,,,double rasgulla,,lemon water is reduced oil and lighter on the stomach compared to double rasgulla.,lemon water
alternative,,,spicy sev puri,,sattu drink (unsweetened) is higher in fiber which improves satiety compared to spicy sev puri.,sattu drink (unsweetened)
alternative,,,brownie,,homestyle ragi dosa is reduced oil and lighter on the stomach compared to brownie.,homestyle ragi dosa
alternative,,,spicy chocolate ice cream,,baked sweet potato is baked or steamed instead of deep-fried compared to spicy chocolate ice cream.,baked sweet potato
alternative,,,sev puri,,poha (less oil) is contains more protein to keep you full compared to sev puri.,poha (less oil)
alternative,,,double chicken nuggets,,lemon water is reduced oil and lighter on the stomach compared to double chicken nuggets.,lemon water
alternative,,,spicy paneer tikka pizza,,herbal tea is lower in saturated fat and calories compared to spicy paneer tikka pizza.,herbal tea
alternative,,,loaded fries,,quinoa is baked or steamed instead of deep-fried compared to loaded fries.,quinoa
alternative,,,extra cheese ramen with pork,,oats upma is lower sodium content supports heart health compared to extra cheese ramen with pork.,oats upma
alternative,,,cheesecake,,grilled chicken is whole grains provide sustained energy compared to cheesecake.,grilled chicken
alternative,,,misal pav,,lemon water is fermented or dairy option aids digestion compared to misal pav.,lemon water
alternative,,,small chips,,low-oil lemon water is lower sodium content supports heart health compared to small chips.,low-oil lemon water
alternative,,,butter poori,,grilled quinoa is less sugar and better for blood glucose control compared to butter poori.,grilled quinoa
alternative,,,pizza,,oats dosa is whole grains provide sustained energy compared to pizza.,oats dosa
alternative,,,poori,,phulka (no oil) is lower sodium content supports heart health compared to poori.,phulka (no oil)
alternative,,,butter ramen with pork,,vegetable khichdi is less sugar and better for blood glucose control compared to butter ramen with pork.,vegetable khichdi
alternative,,,family pack double cheese pizza,,grilled low-fat yogurt is reduced oil and lighter on the stomach compared to family pack double cheese pizza.,grilled low-fat yogurt
alternative,,,kathi roll,,steamed idli is contains more protein to keep you full compared to kathi roll.,steamed idli
alternative,,,large cake,,baked moong chilla is whole grains provide sustained energy compared to large cake.,baked moong chilla
alternative,,,loaded vada pav,,grilled whole wheat roti is higher in fiber which improves satiety compared to loaded vada pav.,grilled whole wheat roti
alternative,,,extra cheese black forest cake,,no butter lemon water is reduced oil and lighter on the stomach compared to extra cheese black forest cake.,no butter lemon water
alternative,,,samosa,,roasted veggies is baked or steamed instead of deep-fried compared to samosa.,roasted veggies
alternative,,,double doughnut,,dark chocolate (small piece) is reduced oil and lighter on the stomach compared to double doughnut.,dark chocolate (small piece)
alternative,,,extra cheese falooda,,coconut water is less sugar and better for blood glucose control compared to extra cheese falooda.,coconut water
alternative,,,cheeseburger,,homestyle nuts mix (unsalted) is reduced oil and lighter on the stomach compared to cheeseburger.,homestyle nuts mix (unsalted)
alternative,,,butter white bread,,grilled fish is reduced oil and lighter on the stomach compared to butter white bread.,grilled fish
alternative,,,butter fried rice,,grilled whole wheat roti is less sugar and better for blood glucose control compared to butter fried rice.,grilled whole wheat roti
alternative,,,extra cheese cheese dosa,,baked baked sweet potato is reduced oil and lighter on the stomach compared to extra cheese cheese dosa.,baked baked sweet potato
